brand,nom_etablissement,source,note_brute,texte,note_std,langue,texte_propre,date,sentiment_score,sentiment_label
Huttopia,Le_moulin,Booking,"Avec une note de 8,0
8,0","3 nuits · juillet 2023 Commentaire envoyé le 17 juillet 2023 Avec une note de 8,0 ambiance calme et nature, très ombragé, très reposant animations annoncés mais tres limités",4.0,,"3 nuits · juillet 2023 Commentaire envoyé le 17 juillet 2023 Avec une note de 8,0 ambiance calme et nature, très ombragé, très reposant animations annoncés mais tres limités",,0.040000000000000015,Neutre
Huttopia,Le_moulin,Booking,"Avec une note de 8,0
8,0","3 nuits · mai 2023 Commentaire envoyé le 29 mai 2023 Avec une note de 8,0 Ayant lu le catalogue, j’imaginais plus d.espace entre les mobil home Le bruit de la route trop près nous a gêné car non indiqué Sinon je n’aurais pas choisi cet endroit En fin de compte pour trois nuits c’était supportable",4.0,,"3 nuits · mai 2023 Commentaire envoyé le 29 mai 2023 Avec une note de 8,0 Ayant lu le catalogue, j’imaginais plus d.espace entre les mobil home Le bruit de la route trop près nous a gêné car non indiqué Sinon je n’aurais pas choisi cet endroit En fin de compte pour trois nuits c’était supportable",,-0.09333333333333334,Neutre
Huttopia,Le_moulin,Booking,"Avec une note de 10
10",2 nuits · mai 2023 Commentaire envoyé le 29 mai 2023 Avec une note de 10 tout est parfait et le personnel et top,5.0,,2 nuits · mai 2023 Commentaire envoyé le 29 mai 2023 Avec une note de 10 tout est parfait et le personnel et top,,0.3566666666666667,Positif
Huttopia,Le_moulin,Booking,"Avec une note de 9,0
9,0","2 nuits · avril 2023 Commentaire envoyé le 22 mai 2023 Trop bien accueilli très beau et très propre bravo à tous Avec une note de 9,0",4.5,,"2 nuits · avril 2023 Commentaire envoyé le 22 mai 2023 Trop bien accueilli très beau et très propre bravo à tous Avec une note de 9,0",,0.47000000000000003,Positif
Huttopia,Le_moulin,Booking,"Avec une note de 8,0
8,0","2 nuits · avril 2023 Commentaire envoyé le 30 avril 2023 Avec une note de 8,0 la piscine chauffée , les jeux pour enfants, les horaires du bar , ferme trop tôt dans une période de vacances scolaires.",4.0,,"2 nuits · avril 2023 Commentaire envoyé le 30 avril 2023 Avec une note de 8,0 la piscine chauffée , les jeux pour enfants, les horaires du bar , ferme trop tôt dans une période de vacances scolaires.",,0.03333333333333333,Neutre
Huttopia,Le_moulin,Booking,"Avec une note de 5,0
5,0","Chalet 2 Chambres 2 nuits · juillet 2023 Commentaire envoyé le 8 juillet 2023 Avec une note de 5,0 Le personnel le mobil home le lieu tout était parfait Nous avons loué un mobil home au milieu de 5 ou 6 mobil home loués par des triathletes antibois qui se réunissaient matin midi soir pour manger c était très penible",5.0,,"Chalet 2 Chambres 2 nuits · juillet 2023 Commentaire envoyé le 8 juillet 2023 Avec une note de 5,0 Le personnel le mobil home le lieu tout était parfait Nous avons loué un mobil home au milieu de 5 ou 6 mobil home loués par des triathletes antibois qui se réunissaient matin midi soir pour manger c était très penible",,0.0675,Neutre
Huttopia,Le_moulin,Booking,"Avec une note de 10
10","Chalet 2 Chambres 3 nuits · juillet 2024 Commentaire envoyé le 14 juillet 2024 Avec une note de 10 Liebevoll gestalteter Platz unter großen, Schatten spendenden Bäumen. Die Pizza mit Honig und Ziegenkäse ist ein absolutes Highlight. Voir la traduction",5.0,,"Chalet 2 Chambres 3 nuits · juillet 2024 Commentaire envoyé le 14 juillet 2024 Avec une note de 10 Liebevoll gestalteter Platz unter großen, Schatten spendenden Bäumen. Die Pizza mit Honig und Ziegenkäse ist ein absolutes Highlight. Voir la traduction",,0.0,Neutre
Huttopia,Versailles,Google Maps,,"Le seul camping pour se poser en camping-car et visiter Versailles... Mais quelle galère... À moins d'avoir un 4x4 pour accéder aux emplacements.. En effet le terrain est très abrupte, les emplacements sont mal signalés (trop peu d'éclairage), les allées ressemblent à des chemins de campagne, il faut des cales XXL pour se stabiliser.. Ne parlons pas des bornes électriques.. Il a fallu traverser l'allée pour se brancher parce qu'aucune ne fonctionnait de notre côté.. Seul point positif, une équipe à l'accueil très agréable.. Conclusion: ne surtout pas y aller avec un CC un peu grand en automne, c'est la panade..",3.0,fr,"Le seul camping pour se poser en camping-car et visiter Versailles... Mais quelle galère... À moins d'avoir un 4x4 pour accéder aux emplacements.. En effet le terrain est très abrupte, les emplacements sont mal signalés (trop peu d'éclairage), les allées ressemblent à des chemins de campagne, il faut des cales XXL pour se stabiliser.. Ne parlons pas des bornes électriques.. Il a fallu traverser l'allée pour se brancher parce qu'aucune ne fonctionnait de notre côté.. Seul point positif, une équipe à l'accueil très agréable.. Conclusion: ne surtout pas y aller avec un CC un peu grand en automne, c'est la panade..",,0.018333333333333326,Neutre
Huttopia,Versailles,Google Maps,,"Habitué d'autres campings Huttopia, celui-ci est le pire qu'on a fait: 1 seul baby foot, 1 seul ping-pong, 1 seul petit terrain de pétanque et pas de volley-ball! Les tentes sont presque collées, on entend ses voisins..les parkings et voitures partout.. très brouillant! En plus, voie ferrée juste à côté avec des passages de train fréquent même la nuit! La clientèle du camping n'est pas la plus calme ni respectueuse non plus.. Seul point positif : le personnel et surtout le gardien la nuit qui est toujours souriant et bienveillant.",3.0,fr,"Habitué d'autres campings Huttopia, celui-ci est le pire qu'on a fait: 1 seul baby foot, 1 seul ping-pong, 1 seul petit terrain de pétanque et pas de volley-ball! Les tentes sont presque collées, on entend ses voisins..les parkings et voitures partout.. très brouillant! En plus, voie ferrée juste à côté avec des passages de train fréquent même la nuit! La clientèle du camping n'est pas la plus calme ni respectueuse non plus.. Seul point positif : le personnel et surtout le gardien la nuit qui est toujours souriant et bienveillant.",,0.0659423076923077,Neutre
Huttopia,Versailles,Google Maps,,"Un camping sympa pour les familles. Propre, bien organisé et pas mal de choix de logement mais une piscine petite où on se sent à l’étroit parmi une masse de familles avec de jeunes enfants. Les sanitaires sont bien entretenus. Le personnel manque de professionnalisme et manger sur le site hors saison reste presque impossible. Un bon lieu pour poser ses bagages lors de nos aventures en ville mais pas pour passer un séjour sur le camp.",3.0,fr,"Un camping sympa pour les familles. Propre, bien organisé et pas mal de choix de logement mais une piscine petite où on se sent à l’étroit parmi une masse de familles avec de jeunes enfants. Les sanitaires sont bien entretenus. Le personnel manque de professionnalisme et manger sur le site hors saison reste presque impossible. Un bon lieu pour poser ses bagages lors de nos aventures en ville mais pas pour passer un séjour sur le camp.",,0.1416666666666667,Neutre
Huttopia,Versailles,Google Maps,,"On a passé un weekend très agréable,les enfants se sont bien amusés a la piscine,les jeux proposés ping pong,jeux de société. Le lieu est très agréable,reposant,en pleine Nature. Merci a toute l'équipe pour l'accueil 🥰🥰🥰",3.0,fr,"On a passé un weekend très agréable,les enfants se sont bien amusés a la piscine,les jeux proposés ping pong,jeux de société. Le lieu est très agréable,reposant,en pleine Nature. Merci a toute l'équipe pour l'accueil 🥰🥰🥰",,0.10999999999999999,Neutre
Huttopia,Versailles,Google Maps,,Jolie camping dans un bosquet d'arbres. Équipe très accueillante et aux petits soins.  Séjour de 2 jours pour visiter Versailles. Soirées très agréables entre piscine et bar restaurant ! Mon fils a adoré. Je recommande.,4.0,fr,Jolie camping dans un bosquet d'arbres. Équipe très accueillante et aux petits soins.  Séjour de 2 jours pour visiter Versailles. Soirées très agréables entre piscine et bar restaurant ! Mon fils a adoré. Je recommande.,,0.5283333333333334,Positif
Huttopia,Versailles,Google Maps,,"Je mets 3 etoiles, car dans le camping pas d éclairages des allees, qui est obligatoire en 3 étoiles. Dites moi si je me trompe (dans ce cas je corrigerai la note). Sinon, c est super bien placé. Les emplacements sont en terre battue , ce qui ne doit pas être terrible en cas de pluie.",3.0,fr,"Je mets 3 etoiles, car dans le camping pas d éclairages des allees, qui est obligatoire en 3 étoiles. Dites moi si je me trompe (dans ce cas je corrigerai la note). Sinon, c est super bien placé. Les emplacements sont en terre battue , ce qui ne doit pas être terrible en cas de pluie.",,-0.06666666666666667,Neutre
Huttopia,Versailles,Google Maps,,"Nous avons fait pas loin de 6 Huttopia cette saison et malheureusement celui ci ne sera pas le meilleur malheureusement, site proche de la ville, centre de vie bien, bar moyen, pizza  ok, sanitaires super propre, bien pour être proche de la ville mais sans plus",3.0,fr,"Nous avons fait pas loin de 6 Huttopia cette saison et malheureusement celui ci ne sera pas le meilleur malheureusement, site proche de la ville, centre de vie bien, bar moyen, pizza  ok, sanitaires super propre, bien pour être proche de la ville mais sans plus",,0.07045454545454546,Neutre
Huttopia,Versailles,Google Maps,,Très beau camping pien équipe à 10mins du rer et 30mins du château Poêle à bois dans les sanitaires très ombragé. En pente mais les cales suffisent.,4.0,fr,Très beau camping pien équipe à 10mins du rer et 30mins du château Poêle à bois dans les sanitaires très ombragé. En pente mais les cales suffisent.,,0.505,Positif
Huttopia,Versailles,Google Maps,,"Camping très agréable, en pleine nature… (la forêt a la ville) idéalement situé pour visiter Versailles. Accueil très agréable et sanitaires propres. Nous reviendrons avec plaisir.",4.0,fr,"Camping très agréable, en pleine nature… (la forêt a la ville) idéalement situé pour visiter Versailles. Accueil très agréable et sanitaires propres. Nous reviendrons avec plaisir.",,0.554,Positif
Huttopia,Versailles,Google Maps,,"Emplacements pas bien entretenus, par contre les sanitaires sont très bien entretenus. Au niveau de l'accueil rien à dire ; parfait. Le gérant du restaurant est très aimable,accueillant, toujours souriant. On y mange de l'excellente Pizza. Personnel qualifié et sympathique.",4.0,fr,"Emplacements pas bien entretenus, par contre les sanitaires sont très bien entretenus. Au niveau de l'accueil rien à dire ; parfait. Le gérant du restaurant est très aimable,accueillant, toujours souriant. On y mange de l'excellente Pizza. Personnel qualifié et sympathique.",,0.33249999999999996,Positif
Huttopia,Versailles,Google Maps,,"Accueil, emplacement, sanitaires, propreté..rien à dire, tout est très bien! Proche, à pied, des transports publics vers le château de Versailles ou Paris.",3.0,fr,"Accueil, emplacement, sanitaires, propreté..rien à dire, tout est très bien! Proche, à pied, des transports publics vers le château de Versailles ou Paris.",,0.135,Neutre
Huttopia,Versailles,Google Maps,,"Personnel agréable mais structure vieillissante....sanitaire trop insuffisant pour le nombre de personne... Bornes électrique réparé à l arrache et non fonctionnel,emplacements loin d etre plat et petit...tout le monde est entassé....piscine pas propre mais hyper chlore....les clients ,majoritairement allemand et hollandais , font comme ils veulent avec les  règles du camping ....et de ce fait dérange les autres. A 73 euro la nuit pour 2 en cc    ça fait cher la blague,,, Pratique pour visiter versailles",3.0,fr,"Personnel agréable mais structure vieillissante....sanitaire trop insuffisant pour le nombre de personne... Bornes électrique réparé à l arrache et non fonctionnel,emplacements loin d etre plat et petit...tout le monde est entassé....piscine pas propre mais hyper chlore....les clients ,majoritairement allemand et hollandais , font comme ils veulent avec les  règles du camping ....et de ce fait dérange les autres. A 73 euro la nuit pour 2 en cc    ça fait cher la blague,,, Pratique pour visiter versailles",,-0.019545454545454546,Neutre
Huttopia,Versailles,Google Maps,,"Un camping très boisé, avec un snack sympa, une piscine (non testée), et des sanitaires chauffés. L'accueil des jeunes hommes à la réception est sympa et celui des jeunes femmes au snack aussi. Seul un plus âgé ne sait pas dire bonjour... On a trouvé le camping au top pour visiter à l'automne, en allant à la station RER ou au château a vélo. L'été, je pense que j'aurais moins apprécié car rien ne délimite les emplacements (pas de haie, pas d'intimité). La propreté des sanitaires était nickel le samedi, s'est dégradée au fur et à mesure de la semaine, mais ça va...",3.0,fr,"Un camping très boisé, avec un snack sympa, une piscine (non testée), et des sanitaires chauffés. L'accueil des jeunes hommes à la réception est sympa et celui des jeunes femmes au snack aussi. Seul un plus âgé ne sait pas dire bonjour... On a trouvé le camping au top pour visiter à l'automne, en allant à la station RER ou au château a vélo. L'été, je pense que j'aurais moins apprécié car rien ne délimite les emplacements (pas de haie, pas d'intimité). La propreté des sanitaires était nickel le samedi, s'est dégradée au fur et à mesure de la semaine, mais ça va...",,0.16555555555555557,Positif
Huttopia,Versailles,Google Maps,,Une nuit calme dans un décor forestier respecté par les campeurs. Blocs sanitaires propres et bien aménagés.  Je recommande,3.0,fr,Une nuit calme dans un décor forestier respecté par les campeurs. Blocs sanitaires propres et bien aménagés.  Je recommande,,0.175,Positif
Huttopia,Versailles,Google Maps,,"Contexte : séjour de 4 personnes (2 adultes 2 enfants de 3 et 5 ans et demi) pendant le pont de l'Ascension. Famille francilienne souhaitant se mettre au vert le temps d'un weekend.  Les + * Proche du RER : cela permet de limiter les coûts quand on a déjà un pass Navigo et/ou c'est pratique pour visiter Versailles  * L' espace accueil/bar avec sa terrasse est très chaleureux et agréable. Nous y avons pris nos petits déjeuners (corrects) et mangé des pizzas (bonnes). Il n'y avait pas trop de monde ni d'attente. Les prix sont un peu élevés comme souvent dans ce genre d'endroit.  * Piscine très appréciable et bien chauffée, nombreux jeux d'extérieur à disposition  * La tente trappeur avec sa salle d'eau était parfaite. Les matelas étaient dotés d'un sommier donc nous avons bien dormi.  * Personnel très sympathique, possibilité de check out tardif sans supplément (on ne sent pas ""à l'usine"" c'est très appréciable).  * Camping très boisé et vert (attention cependant, contrairement aux villages Huttopia, les voitures ont le droit de circuler)  Les - * Le camping est tout proche de la ville donc on entend un peu les bruits de circulation et du RER  * La structure de jeux pour les enfants est assez réduite, la pataugeoire est glacée  * Ce n'est pas la faute du camping mais impossible en soirée de profiter de la ""terrasse"" de la tente à cause des moustiques  * Les emplacements sont assez proches les uns des autres et assez inégaux (notre tente était au fond d'une jolie allée bien verte mais d'autres avait vue sur le terrain des caravanes)  ==> 5 étoiles car, au regard de la localisation, c'est un excellent rapport qualité/prix, c'est très kids friendly, tout le monde y a trouvé son compte.",3.0,fr,"Contexte : séjour de 4 personnes (2 adultes 2 enfants de 3 et 5 ans et demi) pendant le pont de l'Ascension. Famille francilienne souhaitant se mettre au vert le temps d'un weekend.  Les + * Proche du RER : cela permet de limiter les coûts quand on a déjà un pass Navigo et/ou c'est pratique pour visiter Versailles  * L' espace accueil/bar avec sa terrasse est très chaleureux et agréable. Nous y avons pris nos petits déjeuners (corrects) et mangé des pizzas (bonnes). Il n'y avait pas trop de monde ni d'attente. Les prix sont un peu élevés comme souvent dans ce genre d'endroit.  * Piscine très appréciable et bien chauffée, nombreux jeux d'extérieur à disposition  * La tente trappeur avec sa salle d'eau était parfaite. Les matelas étaient dotés d'un sommier donc nous avons bien dormi.  * Personnel très sympathique, possibilité de check out tardif sans supplément (on ne sent pas ""à l'usine"" c'est très appréciable).  * Camping très boisé et vert (attention cependant, contrairement aux villages Huttopia, les voitures ont le droit de circuler)  Les - * Le camping est tout proche de la ville donc on entend un peu les bruits de circulation et du RER  * La structure de jeux pour les enfants est assez réduite, la pataugeoire est glacée  * Ce n'est pas la faute du camping mais impossible en soirée de profiter de la ""terrasse"" de la tente à cause des moustiques  * Les emplacements sont assez proches les uns des autres et assez inégaux (notre tente était au fond d'une jolie allée bien verte mais d'autres avait vue sur le terrain des caravanes)  ==> 5 étoiles car, au regard de la localisation, c'est un excellent rapport qualité/prix, c'est très kids friendly, tout le monde y a trouvé son compte.",,0.15833333333333335,Positif
Huttopia,Versailles,Google Maps,,Accueil parfait avec du personnel a l'écoute et dispensant toutes les informations nécessaires pour un séjour très agréable.  Le camping est très bien équipé avec des sanitaires en nombre suffisant et très bien entretenus. Les emplacements sont spacieux dans un cadre agréable. La situation géographique est idéale pour une visite du château de Versailles.,4.0,fr,Accueil parfait avec du personnel a l'écoute et dispensant toutes les informations nécessaires pour un séjour très agréable.  Le camping est très bien équipé avec des sanitaires en nombre suffisant et très bien entretenus. Les emplacements sont spacieux dans un cadre agréable. La situation géographique est idéale pour une visite du château de Versailles.,,0.33583333333333326,Positif
Huttopia,Versailles,Google Maps,,"Petit camping bien placé pour aller visiter le château de Versailles. Sanitaires très propres. Emplacements très petits, on est les uns sur les autres ! Plutôt calme en cette période.",3.0,fr,"Petit camping bien placé pour aller visiter le château de Versailles. Sanitaires très propres. Emplacements très petits, on est les uns sur les autres ! Plutôt calme en cette période.",,0.16749999999999998,Positif
Huttopia,Versailles,Google Maps,,"Au top : - les sanitaires : très propres, aérés, pratiques. - le bar/snack : bonnes pizzas, cocktails, bières, boissons chaudes et glaces. Endroit agréable ! - la piscine, calme en journée, bien dimensionnée, impeccable. Les gamins sautent dans tous les sens malgré une interdiction clairement affichée, mais nous avons toujours trouvé des créneau où nous étions quasiment seuls dans la piscine.  Mais j'ai trouvé l'emplacement pour tente très petit, coincé entre l'allée du camping et la clôture, avec de l'autre côté le chemin de randonnée... aucune séparation visuelle entre les emplacements, ni entre la tente et les randonneurs. Pour le prix je ne m'attendais pas à ça. C'était bien pour 3 nuits, mais je ne me verrais pas rester plus. Autre remarque : la nuit, on entend beaucoup la circulation !",3.0,fr,"Au top : - les sanitaires : très propres, aérés, pratiques. - le bar/snack : bonnes pizzas, cocktails, bières, boissons chaudes et glaces. Endroit agréable ! - la piscine, calme en journée, bien dimensionnée, impeccable. Les gamins sautent dans tous les sens malgré une interdiction clairement affichée, mais nous avons toujours trouvé des créneau où nous étions quasiment seuls dans la piscine.  Mais j'ai trouvé l'emplacement pour tente très petit, coincé entre l'allée du camping et la clôture, avec de l'autre côté le chemin de randonnée... aucune séparation visuelle entre les emplacements, ni entre la tente et les randonneurs. Pour le prix je ne m'attendais pas à ça. C'était bien pour 3 nuits, mais je ne me verrais pas rester plus. Autre remarque : la nuit, on entend beaucoup la circulation !",,0.22055555555555556,Positif
Huttopia,Versailles,Google Maps,,"Très bel environnement et camping très propre, facile d’accès. Personnel vraiment serviable et compétent.",4.0,fr,"Très bel environnement et camping très propre, facile d’accès. Personnel vraiment serviable et compétent.",,0.356,Positif
Huttopia,Versailles,Google Maps,,"C'était trooooop bien ! On était pas loin de Paris mais en tente c'était économique et pratique ! On a utiliser l'option bagagerie de la gare, pour profiter de la ville sans encombrements. Le camping nous avez laisser une plan et notre emplacement donc on pu s'installer de nuit. En plus monsieur Moustafa était là, c'est le Batman du camping ! Du coup l'accueil de nuit super chouette. Le lendemain, on a pu boire un café et jouer à des jeux de société dans le restaurant c'était trop bien +1 pour la demoiselle trop cool et belle avec qui j'ai papoter au bar ! L'arrêt du RER est vraiment à 9 minutes à patoune et 12 min pour l'arrêt des bus de nuit, donc vous pouvez vraiment vous amusez jusqu'au bout de la nuit dans al capitale et rentrée dans un havre de paix juste après. Les gens de la ville de Porchefontaine, connaissent tous le camping, si vous êtes perdu ils vont vous guider !!",3.0,fr,"C'était trooooop bien ! On était pas loin de Paris mais en tente c'était économique et pratique ! On a utiliser l'option bagagerie de la gare, pour profiter de la ville sans encombrements. Le camping nous avez laisser une plan et notre emplacement donc on pu s'installer de nuit. En plus monsieur Moustafa était là, c'est le Batman du camping ! Du coup l'accueil de nuit super chouette. Le lendemain, on a pu boire un café et jouer à des jeux de société dans le restaurant c'était trop bien +1 pour la demoiselle trop cool et belle avec qui j'ai papoter au bar ! L'arrêt du RER est vraiment à 9 minutes à patoune et 12 min pour l'arrêt des bus de nuit, donc vous pouvez vraiment vous amusez jusqu'au bout de la nuit dans al capitale et rentrée dans un havre de paix juste après. Les gens de la ville de Porchefontaine, connaissent tous le camping, si vous êtes perdu ils vont vous guider !!",,0.16402343750000004,Positif
Huttopia,Versailles,Google Maps,,"Un superbe camping très propre, une super équipe, piscine et jeux au top, service pain génial, sécurité toute la nuit, proche des bus pour aller à Paris ! Nous recommandons vivement et reviendrons !",4.0,fr,"Un superbe camping très propre, une super équipe, piscine et jeux au top, service pain génial, sécurité toute la nuit, proche des bus pour aller à Paris ! Nous recommandons vivement et reviendrons !",,0.6633333333333334,Positif
Huttopia,Versailles,Google Maps,,"Emplacement idéal, sanitaires propres, loin de l'image qu'on peut se faire des camping, agréablement surpris. Le personnel est charmant, et le gérant est top !!",4.0,fr,"Emplacement idéal, sanitaires propres, loin de l'image qu'on peut se faire des camping, agréablement surpris. Le personnel est charmant, et le gérant est top !!",,0.5178750000000001,Positif
Huttopia,Versailles,Google Maps,,"Endroit très calme, ombragé très propre.la piscine est un plus qui a permis de se détendre après une journée a Paris.Un vrai dépaysement ! Et le personnel d'une gentillesse et d'une très grande efficacité ! Je recommande vivement ce camping !",3.0,fr,"Endroit très calme, ombragé très propre.la piscine est un plus qui a permis de se détendre après une journée a Paris.Un vrai dépaysement ! Et le personnel d'une gentillesse et d'une très grande efficacité ! Je recommande vivement ce camping !",,0.2053125,Positif
Huttopia,Versailles,Google Maps,,"Nous avons choisi ce camping sur recommandation et nous avons été satisfaits.  Avoir une piscine intérieure était très bien pour les jours de pluie, mais l'absence d'un dressing, de toilettes et d'une douche à côté de la piscine était un inconvénient. Le sol des emplacements pour tentes n'est pas plat mais très en pente. La propreté des toilettes et des salles de bain était bonne. Un lit parapluie et une chaise haute pour bébé peuvent être commandés à l'avance, ce qui est très bien. Certaines zones ont une table fixe, nous ne l'avons pas remarqué lors de la réservation, nous nous sommes retrouvés sans table, ceux qui le souhaitent doivent y faire attention. Le lave-linge coûte 4€, 1€ supplémentaire pour la lessive, le sèche-linge coûte 4€, j'ai trouvé ça cher.",3.0,fr,"Nous avons choisi ce camping sur recommandation et nous avons été satisfaits.  Avoir une piscine intérieure était très bien pour les jours de pluie, mais l'absence d'un dressing, de toilettes et d'une douche à côté de la piscine était un inconvénient. Le sol des emplacements pour tentes n'est pas plat mais très en pente. La propreté des toilettes et des salles de bain était bonne. Un lit parapluie et une chaise haute pour bébé peuvent être commandés à l'avance, ce qui est très bien. Certaines zones ont une table fixe, nous ne l'avons pas remarqué lors de la réservation, nous nous sommes retrouvés sans table, ceux qui le souhaitent doivent y faire attention. Le lave-linge coûte 4€, 1€ supplémentaire pour la lessive, le sèche-linge coûte 4€, j'ai trouvé ça cher.",,0.12615384615384617,Neutre
Huttopia,Versailles,Google Maps,,Excellent séjour en famille au calme tout en étant en ville. La cabane est propre et accueillante. Le poêle est très agréable à utiliser avec la météo pluvieuse. Camping idéalement situé pour visiter le château de Versailles et visiter Paris (30 minutes). L'équipe d'accueil est sympathique et efficace. Je recommande +++,4.0,fr,Excellent séjour en famille au calme tout en étant en ville. La cabane est propre et accueillante. Le poêle est très agréable à utiliser avec la météo pluvieuse. Camping idéalement situé pour visiter le château de Versailles et visiter Paris (30 minutes). L'équipe d'accueil est sympathique et efficace. Je recommande +++,,0.42444444444444446,Positif
Huttopia,Versailles,Google Maps,,"Camping proche du centre de Versailles, le RER est à 10 mn à pieds pour se rendre à Paris. Le service de bus se situe à 5 mn à pieds. Le service accueil et le bar sont tenus par une équipe de jeunes très sympathique. Les emplacements sont grands et en paliers si bien que l'on se sent bien sans être les uns collés aux autres. Je recommande.",3.0,fr,"Camping proche du centre de Versailles, le RER est à 10 mn à pieds pour se rendre à Paris. Le service de bus se situe à 5 mn à pieds. Le service accueil et le bar sont tenus par une équipe de jeunes très sympathique. Les emplacements sont grands et en paliers si bien que l'on se sent bien sans être les uns collés aux autres. Je recommande.",,0.22666666666666668,Positif
Huttopia,Versailles,Google Maps,,"Le camping en lui même est très bien. Très arboré, la piscine est agréable, même par temps de pluie car couverte. Le bar pizzeria est un vrai plus, le cadre y est chaleureux. Les employés sont très accueillants et les sanitaires propres. J'enlève néanmoins une étoile pour le prix. pour un petit emplacement cyclo on me demandait 50 euros au départ dont 20 euros de frais de réservation. Un geste a été fait sur cela mais cela reste à 30 euros , prix que je n'ai jamais vu dans un autre camping même très bien situé.",3.0,fr,"Le camping en lui même est très bien. Très arboré, la piscine est agréable, même par temps de pluie car couverte. Le bar pizzeria est un vrai plus, le cadre y est chaleureux. Les employés sont très accueillants et les sanitaires propres. J'enlève néanmoins une étoile pour le prix. pour un petit emplacement cyclo on me demandait 50 euros au départ dont 20 euros de frais de réservation. Un geste a été fait sur cela mais cela reste à 30 euros , prix que je n'ai jamais vu dans un autre camping même très bien situé.",,0.176,Positif
Huttopia,Versailles,Google Maps,,"Cadre superbe, une forêt pour promener au pied du camping, mais des tarifs parisiens au si bien pour l’emplacement que pour la restauration. Cher pour ce que c’est.",3.0,fr,"Cadre superbe, une forêt pour promener au pied du camping, mais des tarifs parisiens au si bien pour l’emplacement que pour la restauration. Cher pour ce que c’est.",,0.1975,Positif
Huttopia,Versailles,Google Maps,,"Camping très agréable , en pleine nature à 20min à pied  du château de Versailles .Les gares toutes proche vous emmènes à Paris en moins d'une demi heure , vraiment un emplacement de choix pour ce camping . Avec des emplacements ombragés et quasi de niveau , ce fut pour nous un agréable séjour ,. Le service boulangerie et le pizzas le vendredi soir  furent vraiment un plus pour nous .Je vous recommande vivement ce camping si vous voulez visiter le château ou la capitale .",4.0,fr,"Camping très agréable , en pleine nature à 20min à pied  du château de Versailles .Les gares toutes proche vous emmènes à Paris en moins d'une demi heure , vraiment un emplacement de choix pour ce camping . Avec des emplacements ombragés et quasi de niveau , ce fut pour nous un agréable séjour ,. Le service boulangerie et le pizzas le vendredi soir  furent vraiment un plus pour nous .Je vous recommande vivement ce camping si vous voulez visiter le château ou la capitale .",,0.29416666666666674,Positif
Huttopia,Versailles,Google Maps,,"En camping car. Très bien placé pour les visites. Personnel charmant. Je retire un étoile pour la douche, au choix : froide avec pression ou tiède en fin filet 🤔",3.0,fr,"En camping car. Très bien placé pour les visites. Personnel charmant. Je retire un étoile pour la douche, au choix : froide avec pression ou tiède en fin filet 🤔",,0.03500000000000001,Neutre
Huttopia,Versailles,Google Maps,,"Ça pourrait être un beau camping nature mais les emplacements sont décevants pas entretenus. Le personnel de l'accueil très agréable ce qui n'est pas le cas de la restauration très méprisant et pas correct vis à vis de la clientèle. Un 10 sur 10 pour les sanitaires qui sont toujours très propres. Quand à la piscine inaccessible, aucune règle, vu le prix un surveillant de baignade serait nécessaire (slip sous les shorts de bain) . Nous sommes venus 2 fois mais nous ne reviendrons pas.",3.0,fr,"Ça pourrait être un beau camping nature mais les emplacements sont décevants pas entretenus. Le personnel de l'accueil très agréable ce qui n'est pas le cas de la restauration très méprisant et pas correct vis à vis de la clientèle. Un 10 sur 10 pour les sanitaires qui sont toujours très propres. Quand à la piscine inaccessible, aucune règle, vu le prix un surveillant de baignade serait nécessaire (slip sous les shorts de bain) . Nous sommes venus 2 fois mais nous ne reviendrons pas.",,0.1811111111111111,Positif
Huttopia,Versailles,Google Maps,,S'il n'y avait pas eu les JO à Paris je n'y aurais jamais posé ma caravane. Et ce serait l'unique raison pour un retour. C'est le camping avec la nuitée la plus chère et ça fait le taf sans plus. Sanitaires pratiques et propres. Bon snack. Très pauvre en animation.,3.0,fr,S'il n'y avait pas eu les JO à Paris je n'y aurais jamais posé ma caravane. Et ce serait l'unique raison pour un retour. C'est le camping avec la nuitée la plus chère et ça fait le taf sans plus. Sanitaires pratiques et propres. Bon snack. Très pauvre en animation.,,0.06525,Neutre
Huttopia,Versailles,Google Maps,,"Endroit agréable et très bien situé à deux pas d'un RER et collé à une forêt, le lieu est assez calme. La cabane que nous avons eu était très fonctionnelle et adaptée pour une famille de 4. Petit bémol pour la literie assez ferme, l'isolation phonique plutot faible dans un chalet en bois et le voisinage qui peut être bruyant de temps en temps mais la nuit ça restait très calme dans l'ensemble.",3.0,fr,"Endroit agréable et très bien situé à deux pas d'un RER et collé à une forêt, le lieu est assez calme. La cabane que nous avons eu était très fonctionnelle et adaptée pour une famille de 4. Petit bémol pour la literie assez ferme, l'isolation phonique plutot faible dans un chalet en bois et le voisinage qui peut être bruyant de temps en temps mais la nuit ça restait très calme dans l'ensemble.",,0.11,Neutre
